glucose_uptake,oxygen_uptake,ammonia_uptake,phosphate_uptake,Biomass_Ecoli_core_flux
4.62,9.29,1.06,2.57,0.19439553990610334
7.54,1.87,0.73,2.19,0.13387617370892022
9.42,16.75,5.46,2.24,0.6089107565172434
5.98,0.35,5.13,5.49,0.10181641368089228
6.16,21.86,5.82,0.81,0.22018647891918602
9.03,1.75,4.32,0.94,0.24511256293262287
5.81,1.19,1.07,3.4,0.12687593350172582
3.5,18.26,5.25,5.09,0.27810065553024776
6.96,10.81,5.42,1.72,0.4675564737543194
3.13,19.75,3.63,4.81,0.24418469937146076
8.24,21.45,7.34,2.64,0.712591553348246
3.26,14.6,3.03,3.65,0.25610111640022365
7.09,17.24,3.06,1.08,0.29358197189225443
4.36,3.65,7.13,2.14,0.1694158376186025
3.47,1.89,3.34,1.94,0.08079964512397131
6.8,15.18,2.98,1.39,0.3778508712316887
9.88,11.4,5.54,0.93,0.2528066980183242
4.91,0.79,4.09,5.79,0.08506391700508585
3.9,1.07,0.34,2.39,0.06235328638497645
2.96,22.51,1.02,5.74,0.18705985915492968
3.21,22.22,4.86,4.98,0.25151787908146833
9.84,7.28,7.69,2.4,0.4654602648638978
3.92,8.58,4.38,1.01,0.2745535107510881
5.58,13.59,6.12,5.02,0.46876332799046705
4.46,7.63,2.15,1.25,0.2943122418487067
0.67,8.63,2.23,5.8,0.017712830143784684
5.62,8.75,4.69,0.92,0.25008834642672767
4.5,15.69,3.96,2.47,0.36976540190535384
9.94,22.02,5.02,3.46,0.8684216221859241
6.24,5.11,3.22,0.33,0.08970560252262838
4.81,13.62,1.9,5.79,0.3484448356807516
9.1,18.08,4.31,5.23,0.7472199876245518
1.39,19.78,1.09,4.79,0.08463386756857841
2.83,21.94,7.56,0.98,0.21668527545892843
4.68,24.53,3.92,5.19,0.3862650562528725
5.93,9.45,2.36,1.3,0.35338570690733284
7.64,9.72,4.14,3.0,0.4732594594345715
5.82,21.65,7.85,2.5,0.4907628671204924
8.29,19.14,4.63,5.74,0.7171747906670013
2.08,2.82,6.85,2.69,0.06835127464024175
8.48,22.34,0.59,5.31,0.10820129107981237
4.54,12.81,5.05,5.57,0.3734319917603581
6.96,3.45,2.47,2.22,0.2432573277635687
8.06,7.04,1.76,5.75,0.32276995305164313
3.02,0.46,5.93,5.02,0.015617203512652111
7.43,3.66,6.05,4.64,0.2651324887121404
6.62,19.18,6.78,3.72,0.5640946642205771
0.98,12.24,0.71,2.5,0.04652605459057073
4.13,1.74,2.86,0.75,0.09550307609067062
8.1,23.7,0.67,5.74,0.12287265258215978
5.27,7.56,0.71,3.05,0.13020833333333337
7.97,17.71,0.5,0.53,0.09169600938967139
4.09,7.45,1.94,1.76,0.2731933809204865
8.05,23.24,3.3,5.45,0.6051936619718311
3.28,11.96,1.89,3.88,0.25793441132772565
9.79,15.13,2.93,3.92,0.5373386150234744
1.32,22.23,4.07,2.75,0.07812765559672326
5.9,15.66,0.67,4.13,0.12287265258215997
2.5,17.88,6.6,4.84,0.18643590915514394
5.57,13.05,1.23,4.67,0.225572183098592
2.79,12.47,2.35,0.89,0.21301868560392428
6.33,1.45,6.01,1.97,0.1520739037083107
7.1,1.66,6.73,0.12,0.03262021909913782
2.54,18.55,2.6,0.7,0.19010249901014775
3.67,6.83,6.76,1.95,0.23967866683874647
7.91,22.31,3.53,5.47,0.6473738262910799
3.84,24.11,0.81,4.15,0.14854753521126762
4.99,9.75,5.1,4.25,0.36731004375276954
9.66,19.05,7.61,4.24,0.7951965303853987
3.05,2.72,6.28,3.9,0.09662335495894724
0.58,9.07,7.66,3.05,0.009347700465685494
4.38,11.5,1.75,2.28,0.32093603286384975
3.76,1.4,6.16,2.56,0.07199420059024172
8.24,21.27,1.77,3.98,0.32460387323943674
4.78,22.02,1.8,4.1,0.33010563380281693
6.12,7.45,1.18,3.94,0.2164025821596245
7.41,7.96,5.19,2.43,0.40859113778604156
7.16,5.06,7.13,1.8,0.30622670904590116
3.74,1.55,0.98,3.14,0.07678458393720776
2.75,20.9,0.22,2.34,0.0403462441314554
3.44,0.58,1.08,2.54,0.03272967119140991
4.98,10.17,4.29,3.61,0.3764921571998229
6.81,7.87,6.21,4.66,0.38616845339534434
5.26,24.4,1.09,0.2,0.054367031831891004
7.72,20.2,1.05,1.67,0.19256161971830993
3.55,9.36,0.11,1.87,0.020173122065727706
6.5,24.36,6.79,0.24,0.06524043819827634
9.0,19.6,6.26,2.8,0.7611384456465569
4.04,7.64,0.62,1.45,0.11370305164319255
2.54,12.15,6.0,2.9,0.19010249901014575
0.67,23.95,7.55,4.73,0.01771283014378466
9.91,13.66,7.71,0.55,0.1495093375377237
3.72,5.71,1.65,0.93,0.21556107216177683
6.26,19.55,4.67,0.97,0.2636801043846932
8.13,15.94,3.17,4.08,0.5813526995305164
2.67,8.7,7.35,1.81,0.202018916038912
4.75,22.26,5.69,0.47,0.1277625248049541
1.43,23.95,4.28,1.53,0.08835170298106622
5.06,17.02,0.7,1.72,0.12837441314553996
8.09,11.55,4.42,2.65,0.5473518078560095
0.53,4.23,3.62,1.33,0.004700406200074834
0.59,21.11,7.85,4.78,0.010277159318807575
8.55,6.13,7.69,1.26,0.3425123005409555
9.52,24.87,5.72,5.89,0.8299224287083797
5.74,6.56,3.55,3.6,0.3088264405694604
0.82,15.6,7.85,1.22,0.03165471294061668
7.95,22.71,7.56,5.76,0.6860087768994658
5.26,24.43,6.08,1.05,0.2854269171174592
4.82,17.99,2.05,3.88,0.37595363849765323
6.7,4.15,4.56,4.65,0.26053593590522434
5.04,0.4,0.17,2.21,0.03117664319248827
9.27,5.79,5.11,1.41,0.38328757441487554
3.28,21.22,5.86,0.66,0.17941120504526023
4.34,0.83,3.9,4.01,0.06914212264378239
1.27,7.29,3.24,5.53,0.07348036133111267
9.93,1.22,6.11,2.29,0.25344727615480184
3.99,18.88,7.36,5.71,0.3230163812540487
5.81,8.99,6.32,1.58,0.3875106933362852
5.68,9.03,5.29,1.52,0.38246053094040694
2.0,22.96,0.9,3.09,0.14060353596759162
2.29,1.07,0.38,1.13,0.01534030274115131
8.68,7.13,7.61,3.53,0.42288966116561677
4.42,14.54,4.18,4.58,0.3624322221953453
2.9,8.89,7.16,5.68,0.22310180770518598
8.94,10.54,6.26,2.91,0.5421523448088915
5.03,5.2,4.77,1.2,0.24155838739736826
3.38,21.39,1.74,0.52,0.1413542827629393
0.78,23.53,4.1,2.52,0.027936877528128137
8.13,20.91,2.72,4.19,0.49882629107981197
7.73,16.4,1.3,5.27,0.2384096244131456
5.44,7.13,3.46,0.32,0.0869872509310365
1.37,19.16,0.1,2.56,0.018339201877934037
5.27,1.46,7.79,1.43,0.12014724475425383
3.11,7.67,1.92,0.11,0.02990186750754419
7.32,24.17,1.87,4.01,0.342943075117371
7.44,21.23,3.44,1.89,0.5137684508114275
3.32,17.84,6.55,1.17,0.2616010011827297
3.77,22.56,6.47,5.91,0.3028501370515272
7.57,9.89,4.77,4.0,0.47650912383902355
0.88,13.66,5.7,1.09,0.037231466059349475
7.83,14.64,7.62,0.35,0.09514230570581636
2.73,15.08,2.44,4.32,0.20751880082141788
7.61,2.65,4.16,3.1,0.23425805268978617
3.76,23.33,6.64,4.21,0.3019334895877757
7.17,11.6,7.38,4.2,0.5098623550182545
7.32,21.56,2.27,4.86,0.4162998826291086
2.03,8.7,2.75,5.87,0.14335347835884474
8.58,17.56,5.84,3.42,0.7114097451810484
9.48,12.46,3.11,1.06,0.28814526870907115
7.88,18.39,3.14,0.25,0.06795878978987198
8.41,0.38,5.66,5.82,0.17691190291194453
4.43,5.95,5.67,4.92,0.24643288400404134
5.51,24.18,0.51,3.08,0.09352992957746468
7.21,21.58,1.52,4.82,0.278755868544601
5.57,9.97,1.14,5.21,0.20906690140845074
1.66,7.81,2.39,5.24,0.10943752220005586
6.76,19.94,2.08,3.79,0.38145539906103343
5.76,20.84,7.26,0.17,0.04621197705711251
6.77,1.39,4.44,1.8,0.16331607503124837
3.14,8.89,5.01,2.07,0.2451013468352109
7.35,10.17,0.64,4.72,0.11737089201877945
2.93,10.88,5.52,2.06,0.22585175009643924
0.66,9.41,7.56,3.89,0.016783371290662544
6.75,15.84,1.67,2.57,0.30626467136150276
7.53,2.62,2.3,1.73,0.2307414128917245
4.38,24.51,0.63,3.16,0.11553697183098596
1.88,24.27,1.0,2.48,0.12960376640257887
7.41,17.64,3.44,2.14,0.581727240601303
4.04,6.68,1.72,2.95,0.2532222841731483
2.76,7.26,5.29,5.81,0.20777082261024063
6.08,2.02,0.7,5.71,0.12837441314554204
3.04,2.39,4.83,3.78,0.08557449598382118
6.52,6.76,0.22,5.79,0.04034624413145554
2.58,16.93,5.68,3.7,0.19376908886515223
3.2,6.85,4.82,5.21,0.21855980591052646
9.47,2.74,1.32,5.67,0.24207746478873535
7.39,22.09,1.7,3.57,0.31176643192488246
7.04,17.03,3.32,0.19,0.05164868024030208
5.87,6.4,3.66,5.75,0.3078515412481257
4.05,21.01,1.59,4.07,0.291593309859155
9.77,2.64,0.17,2.66,0.031176643192488272
1.02,18.73,7.32,2.66,0.05024389000305939
2.66,10.92,5.82,0.15,0.04077527387392526
5.94,15.37,5.14,1.53,0.41590779351401497
7.17,2.38,1.67,5.28,0.2111368382694587
7.41,0.44,2.06,1.36,0.14861264406454872
2.78,6.26,0.59,2.81,0.10820129107981208
7.35,15.21,5.42,0.58,0.15766439231250232
9.52,20.98,6.46,4.96,0.8299224287083804
9.33,13.65,1.68,3.74,0.30809859154929575
7.45,18.47,4.22,0.5,0.1359175795797401
3.77,23.03,4.72,3.28,0.30285013705152775
2.76,9.27,7.17,4.03,0.2102687432126712
7.9,11.41,5.08,1.57,0.4267811998803957
7.08,10.75,3.6,3.93,0.4862184128920955
9.37,1.69,6.62,1.83,0.253308825769051
4.49,0.65,2.48,3.07,0.06723150732042563
0.66,12.33,7.42,0.72,0.016783371290662367
7.67,10.3,5.28,1.64,0.44580966102155606
1.68,4.1,0.66,1.2,0.08564871376444723
6.68,22.05,6.53,4.14,0.5695945490030818
1.19,7.3,2.55,1.57,0.06604469050613555
5.2,13.44,2.92,2.19,0.43393072436792707
8.3,19.75,2.53,5.49,0.4639818075117372
9.53,8.24,2.9,3.08,0.48658308349281526
9.42,21.92,0.91,2.42,0.1668867370892018
5.58,12.63,1.63,5.17,0.2989289906103287
6.8,20.96,6.88,4.52,0.5805943185680948
4.45,15.3,1.37,4.07,0.2512470657276998
1.87,17.38,1.91,0.79,0.12868711893882795
5.2,4.12,0.76,0.21,0.05708538342349269
1.74,22.28,2.01,2.19,0.11677070191006432
1.14,5.64,4.2,3.69,0.06139739624052488
2.53,1.54,3.19,1.48,0.03956912024748294
2.27,24.0,4.97,3.39,0.16535301748887032
4.22,10.78,4.37,4.21,0.3440992729203243
7.05,4.38,4.05,2.53,0.27947594867588815
8.72,15.82,4.31,0.78,0.21203142414440718
6.1,3.02,2.76,0.94,0.20158376165267683
6.95,5.24,3.2,5.38,0.3052518097245666
2.12,12.74,3.41,0.21,0.057085383423488734
7.95,1.82,3.85,3.41,0.2147365482989708
6.32,17.25,2.1,0.16,0.04349362546552221
7.26,13.44,6.71,4.95,0.5562320279258678
8.45,12.18,2.74,4.77,0.5024941314554001
4.57,4.67,6.85,5.31,0.20938670979332383
4.72,1.98,3.16,4.84,0.12211324023191003
9.03,5.17,0.63,5.28,0.11553697183098624
3.96,13.59,7.75,0.49,0.133199227988148
6.52,1.95,3.07,4.84,0.17585967998024046
4.39,24.93,4.52,1.99,0.35968227980409206
2.28,8.83,3.04,0.51,0.13863593117133932
3.76,11.66,5.81,3.97,0.3019334895877764
7.12,0.31,1.82,4.0,0.13509988641530496
4.89,0.23,6.46,4.66,0.06429635914251595
5.53,1.75,6.16,3.54,0.13850576590476518
7.84,18.82,6.44,3.16,0.6759256547982057
1.49,16.81,5.0,4.48,0.09385451531628808
1.78,4.95,7.13,4.52,0.10975176156295884
9.09,18.99,4.82,3.96,0.7676501900442422
8.9,14.51,5.1,1.02,0.2772718623426778
4.79,17.94,2.24,1.29,0.35066735531573445
3.21,6.11,1.8,2.61,0.20203200170583277
9.09,12.73,1.58,0.55,0.1495093375377278
6.99,9.63,6.59,3.99,0.44921194284165283
7.98,6.87,5.57,1.66,0.3916928828829073
9.4,15.95,2.66,1.69,0.4594014189795221
1.99,17.4,1.83,3.61,0.13968688850384042
2.72,16.58,6.54,4.69,0.20660215335766688
7.63,4.77,0.8,4.22,0.14671361502347388
3.75,10.87,0.35,1.63,0.06418720657276995
0.49,16.7,2.65,5.4,0.0009825707875862756
8.89,8.2,7.22,5.98,0.4644853655425627
8.27,21.14,2.07,3.5,0.37962147887323944
0.77,2.46,7.99,2.03,0.005188981119970607
7.51,20.19,6.88,5.99,0.6456762884944195
2.49,1.1,3.35,0.87,0.02251203272302573
3.2,16.39,1.93,0.18,0.04893032864870676
7.67,15.63,6.12,0.33,0.08970560252262992
8.39,15.53,4.55,3.79,0.6560875116625591
8.66,14.71,4.69,5.95,0.6496600322496232
7.59,11.11,5.69,2.4,0.5168049624541906
2.37,14.96,7.43,5.58,0.17451949212638065
3.48,13.24,1.77,5.97,0.2762673606027468
9.81,16.27,6.45,4.32,0.7382674270136759
5.97,1.43,3.69,4.08,0.14038869115097166
6.81,9.39,7.54,1.09,0.29630032348384144
5.05,17.3,5.61,3.93,0.42018101241166345
2.83,3.99,5.12,3.64,0.13074483120566077
1.88,17.66,3.7,4.04,0.12960376640257873
8.39,4.33,0.25,4.7,0.04584800469483617
6.14,17.52,6.72,4.84,0.5200955859605255
9.61,13.44,3.96,2.47,0.658165364047717
1.62,14.36,2.29,5.54,0.10577093234505175
5.87,14.86,2.9,0.41,0.11145241525538835
8.82,22.08,5.31,1.35,0.36697746486530763
8.64,22.16,1.65,4.45,0.30259683098591544
2.94,20.09,7.98,0.28,0.07611384456465585
8.98,15.6,7.79,2.84,0.6847816161845973
8.49,1.65,2.75,0.5,0.1359175795797594
9.76,20.44,6.84,5.63,0.8316954313374308
0.94,9.7,0.66,1.34,0.042808219178082196
2.37,11.78,2.22,0.7,0.1745194921263804
1.76,3.77,7.79,4.58,0.08174631554945003
9.68,11.05,2.3,4.81,0.4218016431924885
3.33,7.55,1.94,0.87,0.23649658846875243
2.64,8.95,5.42,0.47,0.12776252480496153
2.18,20.24,1.26,2.12,0.15710319031511052
8.66,3.96,0.75,2.96,0.13754401408450734
3.09,14.13,6.45,0.91,0.240518109516456
5.85,12.69,1.24,3.78,0.22740610328638533
2.81,12.25,0.75,2.81,0.1375440140845071
3.13,20.58,0.55,2.57,0.10086561032863853
4.64,18.15,4.64,4.04,0.3825984663978685
7.79,21.57,2.58,3.27,0.4731514084507048
8.42,24.74,7.13,2.29,0.6225025144752195
2.03,12.29,5.96,3.01,0.14335347835884465
4.88,20.97,2.96,5.17,0.4045980055278935
4.13,8.27,3.69,4.6,0.29385313617635384
1.35,4.99,7.62,1.14,0.08091603215608986
5.72,14.52,3.97,3.9,0.48159639248298197
2.38,13.86,3.04,4.0,0.1754361395901313
1.5,14.31,1.56,1.74,0.09477116278003916
2.27,4.65,6.62,1.79,0.1253613544229476
9.28,24.25,4.61,0.94,0.2555250496099244
3.81,19.96,3.0,0.61,0.16581944708728621
5.61,21.14,6.39,1.13,0.3071737298502258
6.76,5.59,1.82,5.26,0.31045127277168455
2.57,6.65,0.11,5.24,0.020173122065727765
7.95,15.72,6.03,1.0,0.2718351591594857
4.64,8.85,0.84,2.97,0.1540492957746479
9.22,1.1,2.4,1.32,0.22750167386516373
2.46,22.72,3.8,2.85,0.1827693193001403
7.63,3.95,3.95,2.64,0.28166346477074616
6.01,24.99,6.18,2.45,0.5081791689317562
8.29,4.35,0.34,1.31,0.062353286384977384
3.47,12.81,4.96,5.47,0.27535071313899556
5.15,12.58,0.5,0.31,0.08426889933944308
5.56,11.01,6.73,1.05,0.28542691711746293
7.27,2.88,4.91,1.76,0.2321812969035295
1.82,9.56,6.43,2.41,0.12410388162007253
7.53,3.22,6.2,1.5,0.25233967306879784
6.81,14.19,7.44,2.39,0.5527887353832237
7.77,5.94,2.83,0.28,0.07611384456465933
9.62,16.73,7.47,1.67,0.4539647157963408
6.15,16.99,2.61,5.1,0.4786531690140751
9.48,22.13,5.94,1.74,0.47299317693750387
2.89,24.09,0.18,4.32,0.0330105633802817
7.09,15.6,7.92,1.94,0.5273602087694083
3.47,2.07,3.6,1.64,0.08727912317709294
3.5,20.88,7.49,1.2,0.2781006555302481
3.79,23.22,0.59,0.64,0.10820129107981245
1.71,14.92,1.29,5.81,0.11402075951881115
4.52,12.59,2.05,2.88,0.371598696832856
6.65,18.8,6.06,3.51,0.5668446066118296
9.05,20.45,6.08,0.43,0.11688911843858343
4.08,22.13,7.17,5.46,0.3312662084278098
3.21,17.31,2.25,1.22,0.25151787908146844
1.93,8.62,3.5,5.0,0.1341870037213342
1.29,18.4,4.3,1.8,0.07533927903735697
4.98,7.57,4.81,2.66,0.3168084197939843
1.73,3.0,4.42,5.42,0.06269343014681697
3.51,18.35,5.3,5.6,0.27901730299399985
8.23,14.21,5.29,5.4,0.6184408465296457
4.06,8.24,0.19,4.98,0.03484448356807593
8.03,2.7,4.66,2.84,0.248850723347886
1.28,24.52,1.8,0.5,0.07440982018423485
5.99,18.5,0.36,3.99,0.0660211267605633
5.37,2.67,1.46,3.45,0.16674964459785985
3.03,23.46,6.57,5.9,0.2350182247339502
2.67,24.25,3.51,2.15,0.20201891603891184
2.34,15.39,2.1,3.51,0.17176954973512704
3.66,20.61,6.58,2.92,0.29276701495026564
3.57,9.13,6.47,2.04,0.28451718777650614
2.17,2.21,3.79,2.94,0.051453019737107863
8.42,5.61,3.11,4.87,0.36504563476642615
8.25,9.68,3.73,1.89,0.4917825465399326
9.33,3.05,7.48,4.13,0.3010465187758106
5.36,0.91,3.86,2.51,0.10309015722979618
1.7,16.44,7.77,3.42,0.11310411205506012
7.18,1.8,3.4,0.79,0.19056311094693903
6.17,23.47,5.33,0.55,0.14950933753772444
3.61,13.81,3.29,5.02,0.28818377763150865
8.17,15.33,3.05,1.61,0.4376546062467729
1.15,8.94,3.36,4.09,0.06232685509364701
6.62,1.85,3.22,1.17,0.17530587843723858
1.65,20.7,0.43,2.57,0.07885856807511729
1.77,22.0,4.5,1.47,0.11952064430131727
5.07,18.31,7.67,1.4,0.3805692228232779
8.87,23.36,7.34,3.85,0.770340343564562
6.34,10.14,6.04,3.23,0.4382418701312483
6.81,10.77,5.88,4.96,0.4742816654109275
1.55,20.84,4.37,5.08,0.09935440009879443
4.37,9.54,7.33,1.58,0.33402488250720674
8.46,12.15,4.16,1.92,0.5219235055862006
5.77,8.2,0.41,1.7,0.07519072769953049
7.31,8.71,5.4,4.85,0.4297139564149594
9.47,10.07,6.29,1.67,0.45396471579633313
9.9,0.74,4.87,3.99,0.2352548954671894
6.91,3.1,7.51,1.17,0.22913538841701964
6.27,5.64,2.53,3.32,0.2961527493921098
4.23,4.09,1.45,2.57,0.1794897972723943
7.6,22.46,0.76,2.42,0.13937793427230027
1.71,5.92,0.29,5.03,0.05318368544600933
9.75,3.47,1.93,5.22,0.3289581165431046
9.27,10.55,0.5,0.33,0.08970560252263479
5.78,9.88,0.33,3.54,0.06051936619718312
5.92,10.0,7.79,3.31,0.41574569218597046
2.82,17.77,2.24,5.44,0.21576862799517774
3.81,13.79,0.5,2.61,0.09169600938967135
8.34,20.16,1.87,1.43,0.342943075117371
8.19,23.27,0.85,2.76,0.15588321596244134
3.44,21.78,0.76,1.35,0.1393779342723005
7.55,1.38,3.99,2.71,0.18671419022307678
3.41,9.92,4.29,1.05,0.26985082835648977
5.76,20.16,6.11,1.01,0.27455351075108764
1.58,6.78,2.95,2.51,0.10210434249004732
6.83,1.51,0.37,2.41,0.0678550469483572
7.0,4.92,5.17,1.63,0.2964777158325546
8.87,22.4,2.45,1.46,0.39687933237284484
4.17,6.09,5.41,4.97,0.24253328671870283
6.76,20.63,3.24,1.02,0.27727186234266965
7.41,9.08,5.4,1.7,0.4449873791158689
0.9,24.82,1.33,5.93,0.03909038376559377
9.78,19.87,5.31,3.51,0.8195291310200867
8.67,7.31,3.79,3.75,0.42841409065317987
4.17,10.74,2.71,3.43,0.3395160356015693
8.52,5.12,7.48,4.17,0.35088865764597754
8.25,13.95,6.26,0.2,0.05436703183190356
8.2,1.1,7.13,5.95,0.19643340730275977
3.01,5.34,6.15,1.59,0.17517431987320553
8.67,2.66,1.1,5.88,0.20173122065727705
6.77,21.19,2.66,4.09,0.48782276995305157
5.98,15.12,5.49,3.49,0.5054292265405086
4.35,6.97,6.17,1.44,0.2741115922651918
6.95,5.91,5.04,4.51,0.32702456123437423
2.27,1.59,1.13,3.68,0.03344961319731233
8.51,1.22,5.9,2.11,0.21019537564635557
4.84,23.23,2.72,2.85,0.40093141567288776
6.35,10.72,4.43,1.13,0.307173729850217
3.03,16.63,7.73,0.4,0.10873406366379386
8.91,14.46,4.55,3.05,0.6553988531540308
0.79,2.34,4.85,2.11,0.0035117346973540936
9.18,10.22,1.23,4.32,0.22557218309859148
3.0,13.18,5.61,5.41,0.23226828234269603
7.94,16.94,5.47,5.68,0.6677947063075512
3.03,0.13,2.25,1.39,0.004042751263913691
6.65,15.88,4.79,0.2,0.05436703183189582
7.31,8.16,5.35,3.38,0.41184080219049063
3.49,3.45,0.85,5.01,0.13464442849099945
9.19,16.28,0.92,2.47,0.16872065727699542
7.32,19.52,1.03,0.1,0.027183515915949027
7.15,8.98,2.11,0.18,0.048930328648707055
5.45,21.29,7.67,3.44,0.4568469109617032
5.19,2.22,4.44,2.34,0.1450683141893365
6.11,9.78,2.0,0.66,0.1794112050452612
3.22,2.51,1.5,5.93,0.09532348919716764
4.5,13.34,7.0,5.97,0.3697654019053545
5.87,20.33,2.68,1.9,0.4914906103286389
4.09,16.85,5.49,1.96,0.3321828558915603
1.42,15.85,1.11,3.51,0.08742224412794464
6.96,17.55,6.05,5.25,0.5952606779881119
5.05,18.28,4.99,1.2,0.3262021909913891
8.51,4.99,1.09,5.78,0.19989730046948365
1.17,12.01,4.73,3.29,0.06418577279989113
5.49,5.92,5.14,4.94,0.27990442736986465
0.51,12.5,5.55,1.59,0.002841488493830532
3.15,15.38,7.19,4.88,0.24601799429896215
5.87,18.28,2.98,3.88,0.49534610443924776
4.72,4.83,5.64,3.38,0.21946066944711548
3.65,22.79,0.27,1.96,0.04951584507042258
0.66,19.19,5.65,2.05,0.01678337129066245
6.79,9.96,6.07,2.78,0.45343650656743667
4.18,23.37,2.08,0.81,0.2201864789191762
5.89,24.24,3.08,0.47,0.12776252480495298
3.46,12.7,1.38,3.98,0.2530809859154937
9.98,11.35,2.9,2.46,0.531836854460094
1.24,22.09,3.38,2.38,0.07069198477174614
6.63,11.11,5.22,0.46,0.1250441732133642
8.16,23.52,5.23,5.73,0.7052583736382365
1.6,11.99,4.85,3.53,0.10393763741754952
4.07,8.52,1.1,2.41,0.2017312206572773
1.71,18.39,1.75,0.45,0.11402075951881109
5.57,14.92,6.99,3.5,0.4678466805267159
3.52,20.09,4.37,0.57,0.1549460407209058
5.7,22.71,3.23,1.85,0.4797630975554799
1.52,3.87,3.52,3.61,0.07302330777475058
0.9,23.5,6.07,3.56,0.03909038376559377
8.3,2.1,3.87,3.82,0.23547641608439035
8.3,19.61,2.29,5.65,0.4199677230046947
1.33,21.89,7.77,1.15,0.07905711444984544
7.25,1.1,3.3,3.15,0.16749727668091222
5.85,23.4,5.41,2.94,0.49351280951174537
8.12,23.77,0.27,5.9,0.049515845070421706
0.95,20.38,2.31,0.88,0.04373767803120434
4.45,16.13,3.11,0.42,0.11417076684698328
6.03,22.57,3.13,1.38,0.37513251964008876
4.48,1.3,6.58,4.98,0.09032503166360287
5.92,8.89,6.42,3.37,0.39026532737040115
8.28,15.82,6.3,3.63,0.6576943815157931
4.2,23.95,4.37,3.67,0.34226597799282266
2.28,15.68,4.62,1.19,0.16626966495262085
0.69,15.15,6.13,3.19,0.0195717478500289
2.35,16.7,0.73,2.71,0.13387617370892016
1.72,4.69,1.7,2.38,0.10102875378825983
0.61,10.01,4.14,2.95,0.012136077025051957
3.89,20.99,1.25,3.08,0.2292400234741784
8.79,13.99,7.68,0.39,0.10601571207219852
6.49,1.24,7.57,5.07,0.14938796622475148
3.04,2.02,1.44,0.85,0.0723818616703432
1.32,13.01,2.04,2.21,0.07812765559672291
9.9,17.14,7.6,0.94,0.25552504960991645
3.88,13.91,0.71,0.12,0.03262021909913903
6.74,16.08,3.35,2.99,0.5750944337855882
4.21,0.7,2.75,1.14,0.06050281857295292
1.07,23.92,4.83,4.4,0.05489118426867
3.22,9.89,1.97,0.67,0.18212955663685526
1.87,19.96,5.45,3.33,0.12868711893882864
4.8,23.07,0.67,1.76,0.12287265258215936
3.56,19.58,7.94,1.52,0.2836005403127552
8.76,20.78,1.87,2.46,0.3429430751173707
4.16,24.46,1.53,4.82,0.28058978873239504
3.41,18.3,3.42,3.51,0.2698508283564892
8.34,20.12,6.94,0.45,0.12232582162175826
6.95,3.59,3.38,3.34,0.24799233095623538
4.09,13.04,7.97,0.9,0.24465164324354366
6.79,9.96,1.15,1.04,0.2109008215962441
9.5,22.0,7.27,5.95,0.8280891337808791
2.16,8.95,5.39,2.95,0.1552698953876084
4.24,9.01,4.79,3.5,0.3158902084492787
1.7,11.85,4.47,3.46,0.11310411205505998
2.18,18.58,0.3,2.19,0.05501760563380287
7.82,14.14,2.16,4.2,0.3961267605633805
5.72,19.93,5.91,3.7,0.4815963924829814
4.93,3.42,2.16,2.57,0.18034547247855556
6.03,12.89,2.38,0.14,0.03805692228233345
5.01,7.21,5.9,0.24,0.06524043819827649
5.89,23.54,1.48,2.88,0.2714201877934272
1.01,15.68,4.45,2.5,0.049314431149937374
5.26,22.42,1.65,0.23,0.0625220866066816
8.63,14.47,7.14,3.62,0.6427734471643339
8.12,10.8,6.02,5.49,0.5239542241439771
5.76,4.6,2.22,1.27,0.24578295112315168
2.54,7.73,4.49,3.57,0.1901024990101484
4.32,15.42,0.74,0.62,0.13571009389671385
1.8,13.0,1.79,1.77,0.12227058669257058
4.06,20.32,0.21,3.93,0.038512323943661865
6.72,19.99,7.47,0.22,0.05980373501508688
1.62,22.17,3.72,3.43,0.10577093234505157
6.66,17.01,7.46,5.98,0.5677612540755804
7.23,7.25,7.05,0.39,0.10601571207219324
2.39,22.44,2.12,1.4,0.17635278705388224
1.47,21.49,4.05,4.08,0.09202122038878588
2.47,18.98,6.1,1.94,0.1836859667638908
4.17,5.32,7.81,3.91,0.21751087080444634
9.35,7.65,6.28,4.62,0.4615606675785588
6.95,24.14,3.21,0.87,0.23649658846876348
6.75,18.26,4.64,1.32,0.3588224100905151
5.09,7.87,3.48,3.91,0.3287451672751515
7.48,5.88,3.3,1.69,0.34327288325661953
2.07,19.61,7.28,2.28,0.1470200682138487
7.54,22.44,6.78,1.18,0.3207654878081918
9.57,9.48,2.78,0.47,0.1277625248049622
4.91,2.81,2.06,1.97,0.15777805960122987
8.11,21.9,2.49,5.17,0.4566461267605638
8.59,19.14,1.26,4.17,0.2310739436619719
9.46,17.1,2.72,3.05,0.49882629107981236
6.49,12.81,1.05,1.94,0.19256161971830993
8.04,21.55,1.18,5.72,0.2164025821596245
3.36,16.59,6.04,4.89,0.26526759103773445
9.46,7.89,6.88,0.88,0.2392149400603587
7.08,18.58,5.45,1.59,0.43221790306358177
8.74,4.3,0.52,4.33,0.09536384976525866
4.81,21.24,3.13,1.09,0.2963003234838389
8.38,13.77,1.59,4.35,0.2915933098591551
5.16,15.15,3.74,4.99,0.43026413451292284
8.31,17.76,0.93,5.05,0.1705545774647892
6.74,17.46,2.97,5.29,0.5446742957746491
